micros,ax,ay,az
857000,-468,-44,-20000
858001,-416,-176,-19548
859002,-288,-132,-19104
860000,-188,36,-18376
861000,-144,-24,-17588
862002,-48,-332,-16912
863002,196,-712,-16324
864000,420,-776,-15556
865001,488,-820,-14880
866001,600,-940,-14008
867002,724,-832,-13036
868002,976,-604,-11912
869001,1264,-284,-10832
870001,1428,-380,-9716
871002,1608,-484,-8644
872002,1680,-356,-7640
873000,1680,-404,-6780
874000,1808,-432,-6340
875001,1920,-536,-6220
876002,1996,-304,-6256
877002,2008,-56,-6116
878001,1876,-148,-6236
879001,1812,-212,-6584
880002,1832,-280,-6992
881000,1648,-372,-7576
882000,1480,-632,-8208
883001,1428,-804,-8776
884002,1340,-648,-9424
885002,1144,-468,-10144
886000,944,-352,-10968
887000,832,-424,-11780
888002,788,-440,-12628
889002,600,-412,-13280
890000,432,-440,-13768
891000,476,-168,-14484
892002,784,648,-15344
893002,200,1472,-15936
894002,-452,264,-16508
895000,-580,-1104,-16644
896001,-604,-960,-17292
897002,-544,0,-18340
898002,-740,-596,-19964
899001,-924,-1644,-21304
900002,-704,-1032,-22412
901000,-888,12,-22540
902000,-1428,4,-22764
903001,-1520,-656,-23504
904002,-1104,-504,-24020
905002,-1060,-152,-24360
906001,-1360,-976,-24004
907001,-1480,-1496,-23316
908002,-1300,-1068,-22712
909000,-1064,-248,-22248
910001,-956,-124,-21616
911002,-852,36,-21180
912002,-396,676,-20016
913000,-344,624,-18668
914000,-712,-60,-17172
915002,-632,-676,-16336
916002,-136,-612,-15928
917001,236,-504,-15612
918001,248,-744,-14988
919001,168,-476,-14084
920002,244,32,-13520
921002,512,-56,-13092
922000,704,-644,-12856
923001,756,-1032,-12512
924001,1036,-964,-11716
925001,1300,-1032,-10800
926002,1016,-1012,-9760
927002,952,-536,-9036
928001,1408,-24,-8640
929001,1652,76,-8504
930002,1568,-188,-8044
931002,1444,-200,-7280
932001,1552,-224,-6640
933001,1676,-640,-6452
934002,1584,-620,-6464
935002,1492,-288,-6812
936001,1660,124,-7356
937001,1628,-76,-7688
938002,1168,-324,-8244
939002,836,-260,-8972
940001,988,-520,-10288
941001,1088,-872,-11824
942002,768,-964,-13116
943002,488,-688,-14004
944000,260,-388,-14672
945000,140,-524,-15612
946001,-148,-356,-16392
947002,-316,-96,-17304
948001,-308,-312,-18164
949002,-316,-592,-18772
950000,-612,-476,-18932
951001,-788,108,-19332
952002,-592,644,-19700
953002,-620,992,-20240
954000,-972,224,-20588
955000,-1248,-772,-20364
956002,-1272,-800,-20428
957002,-1044,-252,-20672
958001,-1132,-464,-21560
959001,-1340,-1292,-22384
960002,-1172,-1036,-23044
961000,-1024,-368,-22984
962000,-1364,-116,-22724
963002,-1488,-384,-22644
964002,-1276,-540,-22736
965001,-820,-712,-22552
966001,-656,-1008,-21696
967001,-1012,-976,-20496
968002,-808,-712,-19200
969000,-436,-324,-18316
970001,-228,44,-17324
971002,-256,144,-16456
972002,132,344,-15304
973000,560,100,-13996
974001,456,-268,-12780
975002,380,-548,-11716
976000,688,-560,-10880
977000,1172,-556,-10456
978002,1260,-500,-10172
979002,1032,-436,-9672
980002,1072,-372,-9556
981001,1280,-708,-9356
982001,1344,-1004,-9364
983002,1192,-1224,-9468
984000,1292,-1064,-9504
985000,1516,-796,-9300
986002,1476,-556,-8964
987002,1184,-168,-8668
988001,1216,28,-8504
989001,1520,16,-8752
990001,1700,-232,-8720
991002,1320,-168,-8788
992002,1148,-228,-8636
993001,1280,-252,-8744
994001,1096,-48,-9232
995002,856,104,-9876
996002,840,148,-10756
997000,872,-112,-11740
998000,640,-396,-12836
999001,160,-480,-13816
1000000,-148,-612,-15148
1001001,20,-932,-16556
1002002,-4,-1008,-18040
1003000,-376,-756,-19016
1004001,-676,-488,-19740
1005002,-728,-556,-20272
1006000,-772,-536,-20752
1007001,-944,-336,-21244
1008001,-960,-320,-21668
1009002,-872,-328,-21828
1010002,-780,-224,-21524
1011001,-1100,16,-21168
1012001,-1192,212,-21116
1013001,-1008,92,-20960
1014002,-752,40,-21024
1015002,-796,56,-20732
1016000,-892,-92,-20444
1017001,-860,-436,-20196
1018002,-708,-688,-20128
1019000,-804,-676,-19992
1020001,-748,-680,-19896
1021002,-436,-792,-19720
1022000,-296,-812,-19424
1023001,-284,-728,-18764
1024002,-388,-556,-17908
1025000,-148,-668,-17428
1026001,224,-636,-16724
1027002,276,-488,-15848
1028002,236,-336,-14516
1029001,316,-564,-13304
1030001,300,-1416,-12092
1031002,844,-1712,-11036
1032002,1296,-336,-10540
1033000,1660,1016,-10492
1034000,1840,756,-9728
1035001,1496,-272,-8916
1036002,1228,-132,-7744
1037002,1532,448,-6968
1038000,1784,64,-6952
1039000,1800,-820,-7448
1040001,1960,-1412,-7648
1041000,1712,-1004,-7664
1042000,1420,-636,-7776
1043001,1268,-652,-8172
1044001,1280,-268,-9140
1045000,1488,16,-10256
1046000,1600,100,-10716
1047001,1316,-588,-10804
1048002,1052,-764,-10928
1049002,820,-544,-11016
1050002,736,-712,-11764
1051000,892,-640,-12656
1052001,996,-404,-13368
1053002,704,56,-13912
1054002,384,276,-14176
1055000,264,-124,-14512
1056000,4,-276,-15352
1057001,64,-532,-16100
1058000,140,-584,-17020
1059001,-44,-812,-17708
1060002,-308,-692,-18192
1061000,-564,-136,-18708
1062001,-752,48,-19748
1063001,-664,-116,-20960
1064002,-556,-324,-21980
1065002,-632,-348,-22504
1066001,-708,-420,-22340
1067001,-972,-600,-22096
1068002,-980,-516,-21884
1069000,-812,-484,-21844
1070001,-592,-264,-21792
1071002,-472,-248,-21280
